data,_loaded_at
"{""product_id"": ""P-236"", ""name"": "" Adidas Laptops "", ""category"": ""HOME GOODS"", ""sub_category"": ""phones"", ""brand"": ""sony"", ""is_available"": ""false"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""10.6"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 309.25, ""list_price"": 378.06, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""21"", ""reorder_lvl"": ""9"", ""warehouse"": ""WH-NORTH""}}",2024-01-13 00:26:00
"{""product_id"": ""P-071"", ""name"": "" Samsung Phones "", ""category"": ""HOME GOODS"", ""sub_category"": ""shoes"", ""brand"": ""samsung"", ""is_available"": ""true"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""18.7"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 1003.2, ""list_price"": 1692.96, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""90"", ""reorder_lvl"": ""9"", ""warehouse"": ""WH-NORTH""}}",2024-05-04 00:00:00
"{""product_id"": ""P-273"", ""name"": "" Sony Shoes "", ""category"": ""ELECTRONICS"", ""sub_category"": ""laptops"", ""brand"": ""adidas"", ""is_available"": ""false"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""18.8"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 568.19, ""list_price"": 1125.7, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""67"", ""reorder_lvl"": ""13"", ""warehouse"": ""WH-WEST""}}",2024-01-25 16:09:00
"{""product_id"": ""P-124"", ""name"": "" Lg Televisions "", ""category"": ""Apparel"", ""sub_category"": ""kitchen"", ""brand"": ""lg"", ""is_available"": ""true"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""14.0"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 301.48, ""list_price"": 424.27, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""45"", ""reorder_lvl"": ""13"", ""warehouse"": ""WH-NORTH""}}",2024-01-21 20:54:00
"{""product_id"": ""P-333"", ""name"": "" Sony Kitchen "", ""category"": ""ELECTRONICS"", ""sub_category"": ""televisions"", ""brand"": ""adidas"", ""is_available"": ""0"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""16.9"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 822.86, ""list_price"": 1531.19, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""48"", ""reorder_lvl"": ""17"", ""warehouse"": ""WH-NORTH""}}",2024-01-25 16:58:00
"{""product_id"": ""P-022"", ""name"": "" Nike Televisions "", ""category"": ""ELECTRONICS"", ""sub_category"": ""shoes"", ""brand"": ""sony"", ""is_available"": ""true"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""3.8"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 428.57, ""list_price"": 498.04, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""88"", ""reorder_lvl"": ""20"", ""warehouse"": ""WH-WEST""}}",2024-02-23 18:09:00
"{""product_id"": ""P-386"", ""name"": "" Apple Laptops "", ""category"": ""electronics"", ""sub_category"": ""laptops"", ""brand"": ""lg"", ""is_available"": ""false"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""6.8"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 1367.09, ""list_price"": 1650.35, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""9"", ""reorder_lvl"": ""14"", ""warehouse"": ""WH-NORTH""}}",2024-01-21 16:47:00
"{""product_id"": ""P-178"", ""name"": "" Sony Laptops "", ""category"": ""HOME GOODS"", ""sub_category"": ""shoes"", ""brand"": ""samsung"", ""is_available"": ""false"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""19.9"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 104.4, ""list_price"": 154.71, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""9"", ""reorder_lvl"": ""15"", ""warehouse"": ""WH-WEST""}}",2024-04-01 17:24:00
"{""product_id"": ""P-222"", ""name"": "" Sony Shoes "", ""category"": ""electronics"", ""sub_category"": ""televisions"", ""brand"": ""samsung"", ""is_available"": ""YES"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""14.3"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 302.69, ""list_price"": 412.19, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""48"", ""reorder_lvl"": ""7"", ""warehouse"": ""WH-NORTH""}}",2024-04-09 10:23:00
"{""product_id"": ""P-055"", ""name"": "" Nike Televisions "", ""category"": ""electronics"", ""sub_category"": ""televisions"", ""brand"": ""apple"", ""is_available"": ""NO"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""11.2"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 200.4, ""list_price"": 228.46, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""56"", ""reorder_lvl"": ""16"", ""warehouse"": ""WH-WEST""}}",2024-01-07 02:22:00
"{""product_id"": ""P-284"", ""name"": "" Samsung Shoes "", ""category"": ""HOME GOODS"", ""sub_category"": ""kitchen"", ""brand"": ""samsung"", ""is_available"": ""false"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""18.1"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 171.11, ""list_price"": 231.48, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""41"", ""reorder_lvl"": ""17"", ""warehouse"": ""WH-NORTH""}}",2024-05-13 05:43:00
"{""product_id"": ""P-195"", ""name"": "" Apple Televisions "", ""category"": ""electronics"", ""sub_category"": ""kitchen"", ""brand"": ""nike"", ""is_available"": ""NO"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""15.7"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 231.2, ""list_price"": 380.53, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""34"", ""reorder_lvl"": ""20"", ""warehouse"": ""WH-EAST""}}",2024-03-04 23:40:00
"{""product_id"": ""P-254"", ""name"": "" Nike Televisions "", ""category"": ""HOME GOODS"", ""sub_category"": ""shoes"", ""brand"": ""sony"", ""is_available"": ""NO"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""6.7"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 698.44, ""list_price"": 1207.92, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""13"", ""reorder_lvl"": ""9"", ""warehouse"": ""WH-EAST""}}",2024-06-15 19:08:00
"{""product_id"": ""P-154"", ""name"": "" Nike Phones "", ""category"": ""HOME GOODS"", ""sub_category"": ""shoes"", ""brand"": ""nike"", ""is_available"": ""false"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""9.9"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 593.53, ""list_price"": 675.3, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""25"", ""reorder_lvl"": ""20"", ""warehouse"": ""WH-WEST""}}",2024-03-24 12:17:00
"{""product_id"": ""P-202"", ""name"": "" Adidas Laptops "", ""category"": ""ELECTRONICS"", ""sub_category"": ""kitchen"", ""brand"": ""adidas"", ""is_available"": ""0"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""6.0"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 664.9, ""list_price"": 761.78, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""25"", ""reorder_lvl"": ""10"", ""warehouse"": ""WH-EAST""}}",2024-06-21 15:08:00
"{""product_id"": ""P-325"", ""name"": "" Lg Televisions "", ""category"": ""HOME GOODS"", ""sub_category"": ""laptops"", ""brand"": ""lg"", ""is_available"": ""true"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""10.2"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 385.0, ""list_price"": 640.52, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""19"", ""reorder_lvl"": ""18"", ""warehouse"": ""WH-NORTH""}}",2024-01-10 11:44:00
"{""product_id"": ""P-275"", ""name"": "" Adidas Shoes "", ""category"": ""electronics"", ""sub_category"": ""laptops"", ""brand"": ""samsung"", ""is_available"": ""true"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""13.6"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 1045.8, ""list_price"": 1207.95, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""13"", ""reorder_lvl"": ""12"", ""warehouse"": ""WH-EAST""}}",2024-04-20 03:00:00
"{""product_id"": ""P-051"", ""name"": "" Lg Shoes "", ""category"": ""HOME GOODS"", ""sub_category"": ""kitchen"", ""brand"": ""adidas"", ""is_available"": ""true"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""3.2"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 390.55, ""list_price"": 554.54, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""66"", ""reorder_lvl"": ""12"", ""warehouse"": ""WH-EAST""}}",2024-01-27 09:26:00
"{""product_id"": ""P-044"", ""name"": "" Nike Shoes "", ""category"": ""HOME GOODS"", ""sub_category"": ""phones"", ""brand"": ""sony"", ""is_available"": ""NO"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""2.1"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 242.15, ""list_price"": 276.34, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""18"", ""reorder_lvl"": ""16"", ""warehouse"": ""WH-EAST""}}",2024-01-18 09:02:00
"{""product_id"": ""P-364"", ""name"": "" Adidas Phones "", ""category"": ""electronics"", ""sub_category"": ""laptops"", ""brand"": ""apple"", ""is_available"": ""true"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""11.3"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 230.42, ""list_price"": 274.42, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""82"", ""reorder_lvl"": ""8"", ""warehouse"": ""WH-WEST""}}",2024-04-13 20:11:00
"{""product_id"": ""P-096"", ""name"": "" Lg Laptops "", ""category"": ""HOME GOODS"", ""sub_category"": ""kitchen"", ""brand"": ""samsung"", ""is_available"": ""false"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""5.7"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 873.99, ""list_price"": 1298.93, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""3"", ""reorder_lvl"": ""11"", ""warehouse"": ""WH-NORTH""}}",2024-01-27 17:11:00
"{""product_id"": ""P-188"", ""name"": "" Sony Shoes "", ""category"": ""HOME GOODS"", ""sub_category"": ""laptops"", ""brand"": ""lg"", ""is_available"": ""true"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""7.2"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 468.33, ""list_price"": 685.67, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""33"", ""reorder_lvl"": ""20"", ""warehouse"": ""WH-NORTH""}}",2024-02-14 21:45:00
"{""product_id"": ""P-153"", ""name"": "" Nike Televisions "", ""category"": ""electronics"", ""sub_category"": ""shoes"", ""brand"": ""samsung"", ""is_available"": ""0"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""3.0"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 1355.42, ""list_price"": 1841.43, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""86"", ""reorder_lvl"": ""9"", ""warehouse"": ""WH-EAST""}}",2024-06-01 04:36:00
"{""product_id"": ""P-197"", ""name"": "" Sony Phones "", ""category"": ""HOME GOODS"", ""sub_category"": ""shoes"", ""brand"": ""apple"", ""is_available"": ""0"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""9.1"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 607.79, ""list_price"": 874.93, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""68"", ""reorder_lvl"": ""10"", ""warehouse"": ""WH-EAST""}}",2024-01-03 15:08:00
"{""product_id"": ""P-100"", ""name"": "" Lg Kitchen "", ""category"": ""HOME GOODS"", ""sub_category"": ""kitchen"", ""brand"": ""lg"", ""is_available"": ""0"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""0.8"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 1451.98, ""list_price"": 1639.67, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""64"", ""reorder_lvl"": ""20"", ""warehouse"": ""WH-EAST""}}",2024-01-09 08:14:00
"{""product_id"": ""P-276"", ""name"": "" Sony Laptops "", ""category"": ""ELECTRONICS"", ""sub_category"": ""laptops"", ""brand"": ""samsung"", ""is_available"": ""YES"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""16.5"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 497.86, ""list_price"": 612.91, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""72"", ""reorder_lvl"": ""20"", ""warehouse"": ""WH-NORTH""}}",2024-01-11 23:28:00
"{""product_id"": ""P-280"", ""name"": "" Nike Televisions "", ""category"": ""HOME GOODS"", ""sub_category"": ""shoes"", ""brand"": ""nike"", ""is_available"": ""1"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""19.9"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 319.06, ""list_price"": 476.16, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""94"", ""reorder_lvl"": ""12"", ""warehouse"": ""WH-WEST""}}",2024-05-30 22:22:00
"{""product_id"": ""P-364"", ""name"": "" Apple Phones "", ""category"": ""ELECTRONICS"", ""sub_category"": ""laptops"", ""brand"": ""nike"", ""is_available"": ""true"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""10.9"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 832.38, ""list_price"": 1240.01, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""78"", ""reorder_lvl"": ""9"", ""warehouse"": ""WH-NORTH""}}",2024-03-15 09:36:00
"{""product_id"": ""P-137"", ""name"": "" Apple Kitchen "", ""category"": ""ELECTRONICS"", ""sub_category"": ""shoes"", ""brand"": ""adidas"", ""is_available"": ""0"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""2.8"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 1346.02, ""list_price"": 1907.17, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""86"", ""reorder_lvl"": ""8"", ""warehouse"": ""WH-NORTH""}}",2024-03-23 07:48:00
"{""product_id"": ""P-347"", ""name"": "" Adidas Kitchen "", ""category"": ""HOME GOODS"", ""sub_category"": ""kitchen"", ""brand"": ""samsung"", ""is_available"": ""false"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""15.4"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 454.28, ""list_price"": 815.77, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""80"", ""reorder_lvl"": ""13"", ""warehouse"": ""WH-NORTH""}}",2024-03-12 22:59:00
"{""product_id"": ""P-189"", ""name"": "" Adidas Televisions "", ""category"": ""HOME GOODS"", ""sub_category"": ""shoes"", ""brand"": ""samsung"", ""is_available"": ""true"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""19.4"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 651.18, ""list_price"": 936.66, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""74"", ""reorder_lvl"": ""5"", ""warehouse"": ""WH-EAST""}}",2024-03-09 10:53:00
"{""product_id"": ""P-146"", ""name"": "" Nike Televisions "", ""category"": ""ELECTRONICS"", ""sub_category"": ""televisions"", ""brand"": ""adidas"", ""is_available"": ""NO"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""18.6"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 518.12, ""list_price"": 708.62, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""72"", ""reorder_lvl"": ""20"", ""warehouse"": ""WH-EAST""}}",2024-04-26 00:27:00
"{""product_id"": ""P-104"", ""name"": "" Apple Shoes "", ""category"": ""ELECTRONICS"", ""sub_category"": ""shoes"", ""brand"": ""nike"", ""is_available"": ""1"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""18.1"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 1720.27, ""list_price"": 1991.6, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""83"", ""reorder_lvl"": ""14"", ""warehouse"": ""WH-WEST""}}",2024-04-11 20:19:00
"{""product_id"": ""P-372"", ""name"": "" Adidas Televisions "", ""category"": ""ELECTRONICS"", ""sub_category"": ""phones"", ""brand"": ""lg"", ""is_available"": ""1"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""4.7"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 839.38, ""list_price"": 1413.91, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""83"", ""reorder_lvl"": ""7"", ""warehouse"": ""WH-WEST""}}",2024-01-03 22:21:00
"{""product_id"": ""P-062"", ""name"": "" Samsung Phones "", ""category"": ""HOME GOODS"", ""sub_category"": ""televisions"", ""brand"": ""adidas"", ""is_available"": ""1"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""7.5"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 1322.4, ""list_price"": 1976.9, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""16"", ""reorder_lvl"": ""20"", ""warehouse"": ""WH-WEST""}}",2024-04-07 04:41:00
"{""product_id"": ""P-347"", ""name"": "" Lg Shoes "", ""category"": ""electronics"", ""sub_category"": ""phones"", ""brand"": ""lg"", ""is_available"": ""true"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""17.2"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 234.0, ""list_price"": 328.56, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""1"", ""reorder_lvl"": ""10"", ""warehouse"": ""WH-WEST""}}",2024-02-05 03:37:00
"{""product_id"": ""P-374"", ""name"": "" Apple Shoes "", ""category"": ""ELECTRONICS"", ""sub_category"": ""phones"", ""brand"": ""sony"", ""is_available"": ""true"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""12.2"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 707.23, ""list_price"": 798.86, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""40"", ""reorder_lvl"": ""9"", ""warehouse"": ""WH-NORTH""}}",2024-03-18 06:33:00
"{""product_id"": ""P-311"", ""name"": "" Apple Kitchen "", ""category"": ""HOME GOODS"", ""sub_category"": ""televisions"", ""brand"": ""apple"", ""is_available"": ""NO"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""1.6"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 833.96, ""list_price"": 1043.57, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""37"", ""reorder_lvl"": ""6"", ""warehouse"": ""WH-EAST""}}",2024-03-22 04:24:00
"{""product_id"": ""P-292"", ""name"": "" Samsung Televisions "", ""category"": ""ELECTRONICS"", ""sub_category"": ""televisions"", ""brand"": ""nike"", ""is_available"": ""0"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""1.4"", ""warranty_yr"": ""4""}, ""pricing"": {""cost_price"": 625.62, ""list_price"": 870.68, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""22"", ""reorder_lvl"": ""20"", ""warehouse"": ""WH-NORTH""}}",2024-03-14 20:45:00
"{""product_id"": ""P-257"", ""name"": "" Adidas Laptops "", ""category"": ""electronics"", ""sub_category"": ""shoes"", ""brand"": ""samsung"", ""is_available"": ""YES"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""18.4"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 1034.85, ""list_price"": 1545.86, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""51"", ""reorder_lvl"": ""7"", ""warehouse"": ""WH-NORTH""}}",2024-03-24 12:37:00
"{""product_id"": ""P-325"", ""name"": "" Nike Kitchen "", ""category"": ""electronics"", ""sub_category"": ""televisions"", ""brand"": ""apple"", ""is_available"": ""1"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""2.5"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 1169.0, ""list_price"": 1538.29, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""82"", ""reorder_lvl"": ""7"", ""warehouse"": ""WH-NORTH""}}",2024-01-15 09:42:00
"{""product_id"": ""P-380"", ""name"": "" Adidas Televisions "", ""category"": ""electronics"", ""sub_category"": ""kitchen"", ""brand"": ""nike"", ""is_available"": ""true"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""16.5"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 760.27, ""list_price"": 1333.2, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""1"", ""reorder_lvl"": ""9"", ""warehouse"": ""WH-WEST""}}",2024-04-05 04:47:00
"{""product_id"": ""P-400"", ""name"": "" Nike Kitchen "", ""category"": ""Apparel"", ""sub_category"": ""laptops"", ""brand"": ""samsung"", ""is_available"": ""YES"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""11.6"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 1390.63, ""list_price"": 1753.25, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""15"", ""reorder_lvl"": ""5"", ""warehouse"": ""WH-EAST""}}",2024-04-26 16:23:00
"{""product_id"": ""P-029"", ""name"": "" Nike Televisions "", ""category"": ""ELECTRONICS"", ""sub_category"": ""phones"", ""brand"": ""adidas"", ""is_available"": ""true"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""17.2"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 744.37, ""list_price"": 1024.24, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""47"", ""reorder_lvl"": ""10"", ""warehouse"": ""WH-WEST""}}",2024-01-12 15:23:00
"{""product_id"": ""P-197"", ""name"": "" Apple Shoes "", ""category"": ""electronics"", ""sub_category"": ""kitchen"", ""brand"": ""adidas"", ""is_available"": ""YES"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""1.7"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 1054.25, ""list_price"": 1844.44, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""4"", ""reorder_lvl"": ""18"", ""warehouse"": ""WH-WEST""}}",2024-05-08 21:57:00
"{""product_id"": ""P-027"", ""name"": "" Samsung Kitchen "", ""category"": ""Apparel"", ""sub_category"": ""shoes"", ""brand"": ""nike"", ""is_available"": ""1"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""0.4"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 328.46, ""list_price"": 399.72, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""5"", ""reorder_lvl"": ""17"", ""warehouse"": ""WH-EAST""}}",2024-05-24 09:47:00
"{""product_id"": ""P-319"", ""name"": "" Adidas Laptops "", ""category"": ""electronics"", ""sub_category"": ""phones"", ""brand"": ""samsung"", ""is_available"": ""NO"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""10.9"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 338.57, ""list_price"": 523.04, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""63"", ""reorder_lvl"": ""11"", ""warehouse"": ""WH-EAST""}}",2024-01-01 21:24:00
"{""product_id"": ""P-378"", ""name"": "" Lg Kitchen "", ""category"": ""ELECTRONICS"", ""sub_category"": ""phones"", ""brand"": ""adidas"", ""is_available"": ""YES"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""18.4"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 795.08, ""list_price"": 1468.07, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""67"", ""reorder_lvl"": ""12"", ""warehouse"": ""WH-EAST""}}",2024-06-28 11:29:00
"{""product_id"": ""P-383"", ""name"": "" Samsung Laptops "", ""category"": ""ELECTRONICS"", ""sub_category"": ""kitchen"", ""brand"": ""adidas"", ""is_available"": ""0"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""5.4"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 116.02, ""list_price"": 215.56, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""17"", ""reorder_lvl"": ""17"", ""warehouse"": ""WH-EAST""}}",2024-06-28 23:20:00
"{""product_id"": ""P-163"", ""name"": "" Sony Televisions "", ""category"": ""electronics"", ""sub_category"": ""televisions"", ""brand"": ""apple"", ""is_available"": ""NO"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""8.2"", ""warranty_yr"": ""5""}, ""pricing"": {""cost_price"": 553.61, ""list_price"": 932.88, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""25"", ""reorder_lvl"": ""9"", ""warehouse"": ""WH-EAST""}}",2024-02-23 14:19:00
"{""product_id"": ""P-238"", ""name"": "" Adidas Laptops "", ""category"": ""ELECTRONICS"", ""sub_category"": ""phones"", ""brand"": ""nike"", ""is_available"": ""0"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""5.1"", ""warranty_yr"": ""3""}, ""pricing"": {""cost_price"": 310.57, ""list_price"": 566.77, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""20"", ""reorder_lvl"": ""14"", ""warehouse"": ""WH-EAST""}}",2024-05-11 01:43:00
"{""product_id"": ""P-154"", ""name"": "" Lg Laptops "", ""category"": ""electronics"", ""sub_category"": ""televisions"", ""brand"": ""lg"", ""is_available"": ""1"", ""tags"": [""smart"", ""4K"", ""OLED""], ""specs"": {""weight_kg"": ""3.0"", ""warranty_yr"": ""1""}, ""pricing"": {""cost_price"": 499.52, ""list_price"": 557.33, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""3"", ""reorder_lvl"": ""17"", ""warehouse"": ""WH-WEST""}}",2024-02-26 04:12:00
"{""product_id"": ""P-206"", ""name"": "" Sony Laptops "", ""category"": ""Apparel"", ""sub_category"": ""televisions"", ""brand"": ""samsung"", ""is_available"": ""1"", ""tags"": [""sale"", ""popular""], ""specs"": {""weight_kg"": ""13.0"", ""warranty_yr"": ""2""}, ""pricing"": {""cost_price"": 583.55, ""list_price"": 775.87, ""currency"": ""USD""}, ""stock"": {""qty_on_hand"": ""82"", ""reorder_lvl"": ""7"", ""warehouse"": ""WH-WEST""}}",2024-03-25 03:02:00
